sample_1,sample_2,identical,n
BRZ_1262,SCA_1200,0.86,1486
BRZ_1262,SCA_1201,0.87,1486
BRZ_1262,SCA_1203,0.84,1486
BRZ_1262,SCA_1204,0.87,1486
BRZ_1262,SCA_1206,0.83,1486
BRZ_1262,SCA_1208,0.74,1486
BRZ_1262,SCA_1212,0.87,1486
BRZ_1262,SCA_1213,0.86,1486
BRZ_1262,SCA_1214,0.87,1486
BRZ_1262,SCA_1216,0.85,1486
BRZ_1262,SCA_1217,0.85,1486
BRZ_1262,SCA_1218,0.86,1486
BRZ_1262,SCA_1220,0.86,1486
BRZ_1262,SCA_1221,0.8,1486
BRZ_1262,SCA_1222,0.86,1486
BRZ_1262,SCA_1223,0.79,1486
BRZ_1262,SCA_1224,0.87,1486
BRZ_1262,SCA_1225,0.85,1486
BRZ_1262,SCA_1226,0.84,1486
BRZ_1262,SCA_1227,0.85,1486
BRZ_1262,SCA_1230,0.84,1486
BRZ_1262,SCA_1231,0.79,1486
BRZ_1262,SCA_1232,0.86,1486
BRZ_1262,SCA_1233,0.86,1486
BRZ_1262,SCA_1234,0.63,1440
BRZ_1262,SCA_1239,0.64,1446
BRZ_1262,SCA_1240,0.69,1356
BRZ_1262,SCA_848,0.86,1486
BRZ_1262,SCA_853,0.69,1005
BRZ_1262,SCA_854,0.86,1486
BRZ_1262,SCA_857,0.68,1076
BRZ_1262,SCA_869,0.65,467
BRZ_1262,SCA_871,0.8,1486
BRZ_1262,SCA_874,0.65,1486
BRZ_1262,SCA_876,0.83,1486
BRZ_1262,SCA_877,0.74,639
BRZ_1262,SCA_880,0.84,1486
BRZ_1262,SCA_896,0.86,1486
BRZ_1262,SCA_897,0.87,1486
BRZ_1262,SCA_914,0.71,699
BRZ_1262,SCA_915,0.7,569
BRZ_1262,SCA_916,0.87,1486
BRZ_1262,SCA_917,0.85,1486
BRZ_1262,SCA_918,0.84,1486
BRZ_1262,SCA_919,0.68,1486
BRZ_1262,SCA_920,0.59,1361
BRZ_1262,SCA_921,0.85,1486
BRZ_1262,SCA_922,0.87,1486
BRZ_1262,SCA_923,0.71,551
BRZ_1262,SCA_924,0.86,1486
BRZ_1262,SCA_925,0.85,1486
BRZ_1262,SCA_926,0.85,1486
BRZ_1262,SCA_927,0.87,1486
BRZ_1262,SCA_929,0.85,1486
BRZ_1262,SCA_930,0.86,1486
BRZ_1262,SCA_931,0.87,1486
BRZ_1262,SCA_932,0.83,1486
BRZ_1262,SCA_933,0.86,1486
BRZ_1262,TX_1098,0.83,1486
BRZ_1262,TX_1099,0.86,1486
BRZ_1262,TX_1100,0.86,1486
BRZ_1262,TX_1101,0.86,1486
BRZ_1262,TX_1104,0.62,1227
BRZ_1262,TX_1105,0.87,1486
BRZ_1262,TX_1107,0.86,1486
BRZ_1262,TX_1109,0.59,1280
BRZ_1262,TX_1110,0.87,1486
BRZ_1262,TX_1111,0.86,1486
BRZ_1262,TX_1113,0.87,1486
BRZ_1262,TX_1114,0.87,1486
BRZ_1262,TX_1120,0.86,1486
BRZ_1262,TX_1121,0.67,1486
BRZ_1262,TX_1122,0.85,1486
BRZ_1262,TX_1123,0.87,1486
BRZ_1262,TX_1125,0.87,1486
BRZ_1262,TX_1126,0.86,1486
BRZ_1262,TX_1127,0.85,1486
BRZ_1262,TX_1128,0.86,1486
BRZ_1262,TX_1130,0.85,1486
BRZ_1262,TX_1131,0.86,1486
BRZ_1262,TX_1132,0.86,1486
BRZ_1262,TX_1133,0.85,1486
BRZ_1262,TX_1134,0.82,1486
BRZ_1262,TX_1135,0.84,1486
BRZ_1262,TX_1136,0.85,1486
BRZ_1262,TX_1137,0.61,943
BRZ_1262,TX_1138,0.82,1486
BRZ_1262,TX_1139,0.69,771
BRZ_1262,TX_1140,0.76,1486
BRZ_1262,TX_1141,0.64,1473
BRZ_1262,TX_1142,0.72,1486
BRZ_1262,TX_1143,0.82,1486
BRZ_1262,TX_1144,0.74,1486
BRZ_1262,TX_1145,0.69,1486
BRZ_1262,TX_1146,0.81,1486
BRZ_1262,VZ_1000,0.86,1486
BRZ_1262,VZ_1001,0.81,1486
BRZ_1262,VZ_1002,0.88,1486
BRZ_1262,VZ_1004,0.85,1486
BRZ_1262,VZ_1005,0.86,1486
BRZ_1262,VZ_1006,0.76,1486
BRZ_1262,VZ_1007,0.58,1237
BRZ_1262,VZ_1009,0.64,1260
BRZ_1262,VZ_1010,0.84,1486
BRZ_1262,VZ_1019,0.85,1486
BRZ_1262,VZ_1020,0.73,1486
BRZ_1262,VZ_1021,0.74,1486
BRZ_1262,VZ_1022,0.58,1215
BRZ_1262,VZ_1026,0.61,1348
BRZ_1262,VZ_1027,0.85,1486
BRZ_1262,VZ_1029,0.86,1486
BRZ_1262,VZ_670,0.64,919
BRZ_1262,VZ_671,0.87,1486
BRZ_1262,VZ_672,0.86,1486
BRZ_1262,VZ_673,0.86,1486
BRZ_1262,VZ_674,0.86,1486
BRZ_1262,VZ_675,0.86,1486
BRZ_1262,VZ_676,0.69,1486
BRZ_1262,VZ_677,0.86,1486
BRZ_1262,VZ_678,0.86,1486
BRZ_1262,VZ_679,0.85,1486
BRZ_1262,VZ_680,0.86,1486
BRZ_1262,VZ_681,0.86,1486
BRZ_1262,VZ_682,0.86,1486
BRZ_1262,VZ_683,0.71,1181
BRZ_1262,VZ_684,0.86,1486
BRZ_1262,VZ_685,0.87,1486
BRZ_1262,VZ_686,0.86,1486
BRZ_1262,VZ_687,0.86,1486
BRZ_1262,VZ_688,0.87,1486
BRZ_1262,VZ_689,0.86,1486
BRZ_1262,VZ_690,0.86,1486
BRZ_1262,VZ_691,0.87,1486
BRZ_1262,VZ_692,0.69,1486
BRZ_1262,VZ_693,0.86,1486
BRZ_1262,VZ_694,0.85,1486
BRZ_1262,VZ_695,0.68,1486
BRZ_1262,VZ_701,0.86,1486
BRZ_1262,VZ_702,0.87,1486
BRZ_1262,VZ_703,0.86,1486
BRZ_1262,VZ_704,0.63,916
BRZ_1262,VZ_705,0.86,1486
BRZ_1262,VZ_706,0.84,1486
BRZ_1262,VZ_707,0.86,1486
BRZ_1262,VZ_708,0.84,1486
BRZ_1262,VZ_709,0.68,1147
BRZ_1262,VZ_992,0.68,1486
BRZ_1262,VZ_993,0.72,1200
BRZ_1262,VZ_994,0.65,1095
BRZ_1262,VZ_995,0.79,1486
BRZ_1262,VZ_996,0.78,1486
BRZ_1262,VZ_997,0.85,1486
BRZ_1262,VZ_999,0.59,532
BRZ_1265,BRZ_1269,0.88,1050
BRZ_1265,BRZ_1270,0.86,1050
BRZ_1265,BRZ_1271,0.87,1050
BRZ_1265,BRZ_1275,0.83,1050
BRZ_1265,BRZ_1276,0.85,1050
BRZ_1265,BRZ_1278,0.66,1050
BRZ_1265,BRZ_1283,0.43,1050
BRZ_1265,BRZ_1461,0.82,1050
BRZ_1265,BRZ_1464,0.52,678
BRZ_1265,BRZ_1465,0.87,1050
BRZ_1265,BRZ_1466,0.8,1050
BRZ_1265,BRZ_1468,0.84,1050
BRZ_1265,BRZ_1469,0.49,637
BRZ_1265,BRZ_1470,0.8,1050
BRZ_1265,BRZ_1472,0.53,637
BRZ_1265,BRZ_1473,0.72,1050
BRZ_1265,BRZ_1479,0.87,1050
BRZ_1265,BRZ_1480,0.87,1050
BRZ_1265,BRZ_1481,0.86,1050
BRZ_1265,BRZ_1483,0.63,1050
BRZ_1265,BRZ_1485,0.88,1050
BRZ_1265,BRZ_1486,0.85,1050
BRZ_1265,BRZ_1487,0.87,1050
BRZ_1265,BRZ_1488,0.86,1050
BRZ_1265,BRZ_1489,0.88,1050
BRZ_1265,BRZ_1490,0.42,445
BRZ_1265,BRZ_1503,0.82,1050
BRZ_1265,BRZ_1435,0.64,1050
BRZ_1265,BRZ_1436,0.62,1050
BRZ_1265,BRZ_1437,0.86,1050
BRZ_1265,BRZ_1438,0.86,1050
BRZ_1265,BRZ_1439,0.87,1050
BRZ_1265,BRZ_1440,0.88,1050
BRZ_1265,BRZ_1441,0.86,1050
BRZ_1265,BRZ_1442,0.59,1050
BRZ_1265,BRZ_1443,0.87,1050
BRZ_1265,BRZ_1444,0.87,1050
BRZ_1265,BRZ_1445,0.88,1050
BRZ_1265,BRZ_1446,0.86,1050
BRZ_1265,BRZ_1447,0.87,1050
BRZ_1265,BRZ_1448,0.89,1050
BRZ_1265,BRZ_1449,0.84,1050
BRZ_1265,BRZ_1450,0.82,1050
BRZ_1265,BRZ_1459,0.88,1050
BRZ_1265,BRZ_1509,0.31,956
BRZ_1265,BRZ_1510,0.86,1050
BRZ_1265,BRZ_1511,0.87,1050
BRZ_1265,KEY_1155,0.82,1050
BRZ_1265,KEY_1156,0.86,1050
BRZ_1265,KEY_1157,0.44,1050
BRZ_1265,KEY_1158,0.87,1050
BRZ_1265,KEY_1159,0.81,1050
BRZ_1265,KEY_1160,0.86,1050
BRZ_1265,KEY_1163,0.87,1050
BRZ_1265,KEY_1164,0.78,1050
BRZ_1265,KEY_1165,0.86,1050
BRZ_1265,KEY_1166,0.87,1050
BRZ_1265,KEY_1167,0.87,1050
BRZ_1265,KEY_1168,0.86,1050
BRZ_1265,KEY_1169,0.88,1050
BRZ_1265,KEY_1170,0.82,1050
BRZ_1265,KEY_1171,0.86,1050
BRZ_1265,KEY_1172,0.86,1050
BRZ_1265,KEY_1173,0.88,1050
BRZ_1265,KEY_1174,0.86,1050
BRZ_1265,KEY_1175,0.88,1050
BRZ_1265,KEY_1176,0.88,1050
BRZ_1265,KEY_1177,0.88,1050
BRZ_1265,KEY_1178,0.89,1050
BRZ_1265,KEY_1179,0.64,1050
BRZ_1265,KEY_1180,0.62,1050
BRZ_1265,KEY_1181,0.55,1050
BRZ_1265,KEY_1182,0.53,1050
BRZ_1265,KEY_1183,0.88,1050
BRZ_1265,KEY_1184,0.86,1050
BRZ_1265,KEY_1185,0.8,1050
BRZ_1265,KEY_1186,0.77,1050
BRZ_1265,KEY_1187,0.73,1050
BRZ_1265,KEY_1188,0.87,1050
BRZ_1265,KEY_1189,0.87,1050
BRZ_1265,KEY_1190,0.27,670
BRZ_1265,KEY_1191,0.87,1050
BRZ_1265,KEY_1193,0.46,1050
BRZ_1265,KEY_1370,0.84,1050
BRZ_1265,KEY_1371,0.88,1050
BRZ_1265,KEY_1372,0.75,1050
BRZ_1265,KEY_1373,0.83,1050
BRZ_1265,KEY_1374,0.68,1050
BRZ_1265,KEY_1375,0.86,1050
BRZ_1265,KEY_1376,0.7,1050
BRZ_1265,KEY_1377,0.87,1050
BRZ_1265,KEY_1378,0.86,1050
BRZ_1265,KEY_1379,0.87,1050
BRZ_1265,KEY_1381,0.79,1050
BRZ_1265,KEY_1382,0.86,1050
BRZ_1265,KEY_1383,0.67,1050
BRZ_1265,KEY_1391,0.28,467
BRZ_1265,KEY_1392,0.61,1050
BRZ_1265,KEY_1393,0.81,1050
BRZ_1265,KEY_1396,0.69,1050
BRZ_1265,KEY_1397,0.84,1050
BRZ_1265,KEY_1398,0.65,1050
BRZ_1265,KEY_1399,0.85,1050
BRZ_1265,KEY_1403,0.83,1050
BRZ_1265,KEY_1404,0.86,1050
BRZ_1265,KEY_1405,0.85,1050
BRZ_1265,KEY_1406,0.86,1050
BRZ_1265,KEY_1407,0.86,1050
BRZ_1265,KEY_1409,0.86,1050
BRZ_1265,KEY_1410,0.87,1050
BRZ_1265,KEY_1411,0.88,1050
BRZ_1265,MRT_1299,0.86,1050
BRZ_1265,MRT_1300,0.88,1050
BRZ_1265,MRT_1301,0.76,1050
BRZ_1265,MRT_1302,0.61,1050
BRZ_1265,MRT_1303,0.86,1050
BRZ_1265,MRT_1304,0.67,1050
BRZ_1265,MRT_1305,0.88,1050
BRZ_1265,MRT_1306,0.87,1050
BRZ_1265,MRT_1307,0.87,1050
BRZ_1265,MRT_1308,0.86,1050
BRZ_1265,MRT_1309,0.86,1050
BRZ_1265,MRT_1310,0.86,1050
BRZ_1265,MRT_1315,0.88,1050
BRZ_1265,MRT_1316,0.87,1050
BRZ_1265,MRT_1317,0.87,1050
BRZ_1265,MRT_1318,0.86,1050
BRZ_1265,MRT_1319,0.88,1050
BRZ_1265,MRT_1320,0.87,1050
BRZ_1265,MRT_1321,0.86,1050
BRZ_1265,MRT_1322,0.87,1050
BRZ_1265,MRT_1323,0.88,1050
BRZ_1265,MRT_1324,0.86,1050
BRZ_1265,MRT_1325,0.87,1050
BRZ_1265,MRT_1326,0.88,1050
BRZ_1265,MRT_1327,0.87,1050
BRZ_1265,MRT_1328,0.85,1050
BRZ_1265,MRT_1329,0.86,1050
BRZ_1265,MRT_1330,0.5,1050
BRZ_1265,MRT_1331,0.4,1050
BRZ_1265,MRT_1332,0.47,1050
BRZ_1265,MRT_1333,0.88,1050
BRZ_1265,MRT_1334,0.52,1050
BRZ_1265,MRT_1335,0.88,1050
BRZ_1265,MRT_1336,0.87,1050
BRZ_1265,MRT_1337,0.88,1050
BRZ_1265,MRT_1338,0.74,1050
BRZ_1265,MRT_1339,0.57,1050
BRZ_1265,MRT_1340,0.8,1050
BRZ_1265,MRT_1341,0.86,1050
BRZ_1265,MRT_1342,0.59,1050
BRZ_1265,MRT_1343,0.64,1050
BRZ_1265,MRT_1347,0.73,1050
BRZ_1265,MRT_1348,0.77,1050
BRZ_1265,MRT_1349,0.84,1050
BRZ_1265,MRT_1350,0.35,1050
BRZ_1265,PNS_792,0.87,1050
BRZ_1265,PNS_793,0.86,1050
BRZ_1265,PNS_794,0.84,1050
BRZ_1265,PNS_795,0.59,1050
BRZ_1265,PNS_796,0.87,1050
BRZ_1265,PNS_797,0.85,1050
BRZ_1265,PNS_798,0.87,1050
BRZ_1265,PNS_799,0.87,1050
BRZ_1265,PNS_800,0.84,1050
BRZ_1265,PNS_801,0.87,1050
BRZ_1265,PNS_802,0.86,1050
BRZ_1265,PNS_803,0.88,1050
BRZ_1265,PNS_808,0.87,1050
BRZ_1265,PNS_809,0.88,1050
BRZ_1265,PNS_810,0.87,1050
BRZ_1265,PNS_811,0.87,1050
BRZ_1265,PNS_812,0.86,1050
BRZ_1265,PNS_813,0.88,1050
BRZ_1265,PNS_814,0.87,1050
BRZ_1265,PNS_815,0.88,1050
BRZ_1265,PNS_817,0.37,1050
BRZ_1265,PNS_818,0.87,1050
BRZ_1265,PNS_819,0.86,1050
BRZ_1265,PNS_821,0.84,1050
BRZ_1265,PNS_822,0.57,1050
BRZ_1265,PNS_823,0.87,1050
BRZ_1265,PNS_824,0.42,1050
BRZ_1265,PNS_825,0.52,1050
BRZ_1265,PNS_826,0.87,1050
BRZ_1265,PNS_827,0.87,1050
BRZ_1265,PNS_828,0.52,1050
BRZ_1265,PNS_829,0.86,1050
BRZ_1265,PNS_830,0.85,1050
BRZ_1265,PNS_831,0.87,1050
BRZ_1265,PNS_833,0.69,1050
BRZ_1265,PR_1038,0.85,1050
BRZ_1265,PR_1040,0.51,1050
BRZ_1265,PR_1041,0.61,1050
BRZ_1265,PR_1042,0.82,1050
BRZ_1265,PR_1043,0.86,1050
BRZ_1265,PR_1046,0.51,498
BRZ_1265,PR_1047,0.87,1050
BRZ_1265,PR_1050,0.87,1050
BRZ_1265,PR_1051,0.86,1050
BRZ_1265,PR_1052,0.87,1050
BRZ_1265,PR_1053,0.86,1050
BRZ_1265,PR_1054,0.71,1050
BRZ_1265,PR_1055,0.79,1050
BRZ_1265,PR_1056,0.85,1050
BRZ_1265,PR_1057,0.86,1050
BRZ_1265,PR_1058,0.78,1050
BRZ_1265,PR_1060,0.87,1050
BRZ_1265,PR_1061,0.83,1050
BRZ_1265,PR_1062,0.89,1050
BRZ_1265,PR_1063,0.55,1050
BRZ_1265,PR_945,0.87,1050
BRZ_1265,PR_946,0.52,1050
BRZ_1265,PR_947,0.41,1050
BRZ_1265,PR_948,0.27,618
BRZ_1265,PR_949,0.57,1050
BRZ_1265,PR_950,0.86,1050
BRZ_1265,PR_951,0.74,1050
BRZ_1265,PR_952,0.87,1050
BRZ_1265,PR_953,0.78,1050
BRZ_1265,PR_954,0.84,1050
BRZ_1265,PR_955,0.7,1050
BRZ_1265,PR_957,0.85,1050
BRZ_1265,PR_958,0.82,1050
BRZ_1265,PR_960,0.83,1050
BRZ_1265,PR_961,0.86,1050
BRZ_1265,PR_963,0.84,1050
BRZ_1265,PR_964,0.88,1050
BRZ_1265,PR_965,0.75,1050
BRZ_1265,PR_966,0.86,1050
BRZ_1265,PR_967,0.88,1050
BRZ_1265,PR_968,0.85,1050
BRZ_1265,PR_971,0.87,1050
BRZ_1265,PR_972,0.3,445
BRZ_1265,PR_973,0.28,589
BRZ_1265,PR_974,0.44,1050
BRZ_1265,PR_975,0.88,1050
BRZ_1265,PR_976,0.86,1050
BRZ_1265,PR_977,0.87,1050
BRZ_1265,PR_979,0.86,1050
BRZ_1265,SCA_1195,0.86,1050
BRZ_1265,SCA_1196,0.88,1050
BRZ_1265,SCA_1197,0.88,1050
BRZ_1265,SCA_1198,0.87,1050
BRZ_1265,SCA_1199,0.87,1050
BRZ_1265,SCA_1200,0.87,1050
BRZ_1265,SCA_1201,0.88,1050
BRZ_1265,SCA_1203,0.86,1050
BRZ_1265,SCA_1204,0.86,1050
BRZ_1265,SCA_1206,0.84,1050
BRZ_1265,SCA_1208,0.64,1050
BRZ_1265,SCA_1212,0.87,1050
BRZ_1265,SCA_1213,0.88,1050
BRZ_1265,SCA_1214,0.88,1050
BRZ_1265,SCA_1216,0.86,1050
BRZ_1265,SCA_1217,0.86,1050
BRZ_1265,SCA_1218,0.86,1050
BRZ_1265,SCA_1220,0.86,1050
BRZ_1265,SCA_1221,0.85,1050
BRZ_1265,SCA_1222,0.87,1050
BRZ_1265,SCA_1223,0.83,1050
BRZ_1265,SCA_1224,0.87,1050
BRZ_1265,SCA_1225,0.87,1050
BRZ_1265,SCA_1226,0.87,1050
BRZ_1265,SCA_1227,0.84,1050
BRZ_1265,SCA_1230,0.85,1050
BRZ_1265,SCA_1231,0.73,1050
BRZ_1265,SCA_1232,0.86,1050
BRZ_1265,SCA_1233,0.88,1050
BRZ_1265,SCA_1234,0.64,1050
BRZ_1265,SCA_1239,0.5,1050
BRZ_1265,SCA_1240,0.58,1050
BRZ_1265,SCA_848,0.87,1050
BRZ_1265,SCA_853,0.6,1005
BRZ_1265,SCA_854,0.88,1050
BRZ_1265,SCA_857,0.59,1050
BRZ_1265,SCA_869,0.58,467
BRZ_1265,SCA_871,0.79,1050
BRZ_1265,SCA_874,0.58,1050
BRZ_1265,SCA_876,0.84,1050
BRZ_1265,SCA_877,0.45,639
BRZ_1265,SCA_880,0.87,1050
BRZ_1265,SCA_896,0.87,1050
BRZ_1265,SCA_897,0.87,1050
BRZ_1265,SCA_914,0.66,699
BRZ_1265,SCA_915,0.55,569
BRZ_1265,SCA_916,0.87,1050
BRZ_1265,SCA_917,0.86,1050
BRZ_1265,SCA_918,0.86,1050
BRZ_1265,SCA_919,0.78,1050
BRZ_1265,SCA_920,0.68,1050
BRZ_1265,SCA_921,0.86,1050
BRZ_1265,SCA_922,0.88,1050
BRZ_1265,SCA_923,0.62,551
BRZ_1265,SCA_924,0.87,1050
BRZ_1265,SCA_925,0.85,1050
BRZ_1265,SCA_926,0.85,1050
BRZ_1265,SCA_927,0.87,1050
BRZ_1265,SCA_929,0.86,1050
BRZ_1265,SCA_930,0.89,1050
BRZ_1265,SCA_931,0.88,1050
BRZ_1265,SCA_932,0.85,1050
BRZ_1265,SCA_933,0.86,1050
BRZ_1265,TX_1098,0.84,1050
BRZ_1265,TX_1099,0.87,1050
BRZ_1265,TX_1100,0.88,1050
BRZ_1265,TX_1101,0.87,1050
BRZ_1265,TX_1104,0.56,1050
BRZ_1265,TX_1105,0.89,1050
BRZ_1265,TX_1107,0.86,1050
BRZ_1265,TX_1109,0.59,1050
BRZ_1265,TX_1110,0.88,1050
BRZ_1265,TX_1111,0.88,1050
BRZ_1265,TX_1113,0.88,1050
BRZ_1265,TX_1114,0.88,1050
BRZ_1265,TX_1120,0.88,1050
BRZ_1265,TX_1121,0.74,1050
BRZ_1265,TX_1122,0.87,1050
BRZ_1265,TX_1123,0.87,1050
BRZ_1265,TX_1125,0.87,1050
BRZ_1265,TX_1126,0.86,1050
BRZ_1265,TX_1127,0.85,1050
BRZ_1265,TX_1128,0.86,1050
BRZ_1265,TX_1130,0.86,1050
BRZ_1265,TX_1131,0.86,1050
BRZ_1265,TX_1132,0.86,1050
BRZ_1265,TX_1133,0.85,1050
BRZ_1265,TX_1134,0.83,1050
BRZ_1265,TX_1135,0.84,1050
BRZ_1265,TX_1136,0.85,1050
BRZ_1265,TX_1137,0.36,943
BRZ_1265,TX_1138,0.82,1050
BRZ_1265,TX_1139,0.36,771
BRZ_1265,TX_1140,0.73,1050
BRZ_1265,TX_1141,0.57,1050
BRZ_1265,TX_1142,0.65,1050
BRZ_1265,TX_1143,0.83,1050
BRZ_1265,TX_1144,0.68,1050
BRZ_1265,TX_1145,0.65,1050
BRZ_1265,TX_1146,0.8,1050
BRZ_1265,VZ_1000,0.85,1050
BRZ_1265,VZ_1001,0.83,1050
BRZ_1265,VZ_1002,0.87,1050
BRZ_1265,VZ_1004,0.86,1050
BRZ_1265,VZ_1005,0.85,1050
BRZ_1265,VZ_1006,0.77,1050
BRZ_1265,VZ_1007,0.48,1050
BRZ_1265,VZ_1009,0.6,1050
BRZ_1265,VZ_1010,0.85,1050
BRZ_1265,VZ_1019,0.86,1050
BRZ_1265,VZ_1020,0.74,1050
BRZ_1265,VZ_1021,0.79,1050
BRZ_1265,VZ_1022,0.37,1050
BRZ_1265,VZ_1026,0.57,1050
BRZ_1265,VZ_1027,0.88,1050
BRZ_1265,VZ_1029,0.88,1050
BRZ_1265,VZ_670,0.39,919
BRZ_1265,VZ_671,0.88,1050
BRZ_1265,VZ_672,0.87,1050
BRZ_1265,VZ_673,0.88,1050
BRZ_1265,VZ_674,0.88,1050
BRZ_1265,VZ_675,0.87,1050
BRZ_1265,VZ_676,0.71,1050
BRZ_1265,VZ_677,0.88,1050
BRZ_1265,VZ_678,0.85,1050
BRZ_1265,VZ_679,0.86,1050
BRZ_1265,VZ_680,0.87,1050
BRZ_1265,VZ_681,0.87,1050
BRZ_1265,VZ_682,0.87,1050
BRZ_1265,VZ_683,0.6,1050
BRZ_1265,VZ_684,0.88,1050
BRZ_1265,VZ_685,0.88,1050
BRZ_1265,VZ_686,0.86,1050
BRZ_1265,VZ_687,0.87,1050
BRZ_1265,VZ_688,0.88,1050
BRZ_1265,VZ_689,0.88,1050
BRZ_1265,VZ_690,0.87,1050
BRZ_1265,VZ_691,0.86,1050
BRZ_1265,VZ_692,0.58,1050
BRZ_1265,VZ_693,0.85,1050
BRZ_1265,VZ_694,0.86,1050
BRZ_1265,VZ_695,0.59,1050
BRZ_1265,VZ_701,0.88,1050
BRZ_1265,VZ_702,0.87,1050
BRZ_1265,VZ_703,0.86,1050
BRZ_1265,VZ_704,0.31,916
BRZ_1265,VZ_705,0.87,1050
BRZ_1265,VZ_706,0.86,1050
BRZ_1265,VZ_707,0.87,1050
BRZ_1265,VZ_708,0.82,1050
BRZ_1265,VZ_709,0.41,1050
BRZ_1265,VZ_992,0.7,1050
BRZ_1265,VZ_993,0.55,1050
BRZ_1265,VZ_994,0.42,1050
BRZ_1265,VZ_995,0.76,1050
BRZ_1265,VZ_996,0.79,1050
BRZ_1265,VZ_997,0.87,1050
BRZ_1265,VZ_999,0.5,532
BRZ_1269,BRZ_1270,0.86,2124
BRZ_1269,BRZ_1271,0.86,2121
BRZ_1269,BRZ_1275,0.87,1885
BRZ_1269,BRZ_1276,0.86,2001
BRZ_1269,BRZ_1278,0.86,1317
BRZ_1269,BRZ_1283,0.83,1219
BRZ_1269,BRZ_1461,0.85,1949
BRZ_1269,BRZ_1464,0.83,678
BRZ_1269,BRZ_1465,0.87,2124
BRZ_1269,BRZ_1466,0.85,1856
BRZ_1269,BRZ_1468,0.85,2010
BRZ_1269,BRZ_1469,0.87,637
BRZ_1269,BRZ_1470,0.86,1875
BRZ_1269,BRZ_1472,0.85,637
BRZ_1269,BRZ_1473,0.85,1616
BRZ_1269,BRZ_1479,0.86,2124
BRZ_1269,BRZ_1480,0.86,2124
BRZ_1269,BRZ_1481,0.86,2124
BRZ_1269,BRZ_1483,0.86,1437
BRZ_1269,BRZ_1485,0.86,2097
BRZ_1269,BRZ_1486,0.86,1938
BRZ_1269,BRZ_1487,0.86,2112
BRZ_1269,BRZ_1488,0.86,2124
BRZ_1269,BRZ_1489,0.86,2124
BRZ_1269,BRZ_1490,0.84,445
BRZ_1269,BRZ_1503,0.85,1893
BRZ_1269,BRZ_1435,0.86,1389
BRZ_1269,BRZ_1436,0.86,1310
BRZ_1269,BRZ_1437,0.86,2123
BRZ_1269,BRZ_1438,0.85,2124
BRZ_1269,BRZ_1439,0.87,2114
BRZ_1269,BRZ_1440,0.85,2124
BRZ_1269,BRZ_1441,0.86,2113
BRZ_1269,BRZ_1442,0.86,1317
BRZ_1269,BRZ_1443,0.86,2124
BRZ_1269,BRZ_1444,0.86,2120
BRZ_1269,BRZ_1445,0.86,2124
BRZ_1269,BRZ_1446,0.86,2111
BRZ_1269,BRZ_1447,0.86,2122
BRZ_1269,BRZ_1448,0.87,2124
BRZ_1269,BRZ_1449,0.85,1981
BRZ_1269,BRZ_1450,0.86,1886
BRZ_1269,BRZ_1459,0.86,2124
BRZ_1269,BRZ_1509,0.85,956
BRZ_1269,BRZ_1510,0.86,2124
BRZ_1269,BRZ_1511,0.87,2124
BRZ_1269,KEY_1155,0.86,2062
BRZ_1269,KEY_1156,0.86,2121
BRZ_1269,KEY_1157,0.86,1408
BRZ_1269,KEY_1158,0.86,2123
BRZ_1269,KEY_1159,0.86,2054
BRZ_1269,KEY_1160,0.86,2124
BRZ_1269,KEY_1163,0.86,2124
BRZ_1269,KEY_1164,0.85,1966
BRZ_1269,KEY_1165,0.85,2121
BRZ_1269,KEY_1166,0.86,2110
BRZ_1269,KEY_1167,0.86,2124
BRZ_1269,KEY_1168,0.86,2108
BRZ_1269,KEY_1169,0.86,2109
BRZ_1269,KEY_1170,0.86,1938
BRZ_1269,KEY_1171,0.86,2091
BRZ_1269,KEY_1172,0.87,2124
BRZ_1269,KEY_1173,0.87,2124
BRZ_1269,KEY_1174,0.85,2104
BRZ_1269,KEY_1175,0.86,2124
BRZ_1269,KEY_1176,0.87,2124
BRZ_1269,KEY_1177,0.86,2124
BRZ_1269,KEY_1178,0.87,2124
BRZ_1269,KEY_1179,0.85,1795
BRZ_1269,KEY_1180,0.87,1731
BRZ_1269,KEY_1181,0.85,1644
BRZ_1269,KEY_1182,0.83,1364
BRZ_1269,KEY_1183,0.86,2124
BRZ_1269,KEY_1184,0.85,2123
BRZ_1269,KEY_1185,0.85,1992
BRZ_1269,KEY_1186,0.84,1986
BRZ_1269,KEY_1187,0.83,1942
BRZ_1269,KEY_1188,0.86,2124
BRZ_1269,KEY_1189,0.86,2124
BRZ_1269,KEY_1190,0.84,670
BRZ_1269,KEY_1191,0.86,2124
BRZ_1269,KEY_1193,0.86,1436
BRZ_1269,KEY_1370,0.85,2100
BRZ_1269,KEY_1371,0.86,2124
BRZ_1269,KEY_1372,0.87,1879
BRZ_1269,KEY_1373,0.87,2009
BRZ_1269,KEY_1374,0.87,1632
BRZ_1269,KEY_1375,0.86,2118
BRZ_1269,KEY_1376,0.87,1754
BRZ_1269,KEY_1377,0.86,2105
BRZ_1269,KEY_1378,0.86,2124
BRZ_1269,KEY_1379,0.86,2115
BRZ_1269,KEY_1381,0.86,1929
BRZ_1269,KEY_1382,0.86,2124
BRZ_1269,KEY_1383,0.86,1548
BRZ_1269,KEY_1391,0.84,467
BRZ_1269,KEY_1392,0.84,1639
