sample_1,sample_2,identical,n
MRT_1338,VZ_674,0.83,1950
MRT_1338,VZ_675,0.84,1950
MRT_1338,VZ_676,0.78,1704
MRT_1338,VZ_677,0.84,1950
MRT_1338,VZ_678,0.84,1950
MRT_1338,VZ_679,0.81,1950
MRT_1338,VZ_680,0.84,1950
MRT_1338,VZ_681,0.85,1950
MRT_1338,VZ_682,0.84,1950
MRT_1338,VZ_683,0.77,1181
MRT_1338,VZ_684,0.84,1950
MRT_1338,VZ_685,0.85,1950
MRT_1338,VZ_686,0.83,1950
MRT_1338,VZ_687,0.84,1950
MRT_1338,VZ_688,0.85,1950
MRT_1338,VZ_689,0.84,1950
MRT_1338,VZ_690,0.84,1950
MRT_1338,VZ_691,0.83,1950
MRT_1338,VZ_692,0.83,1627
MRT_1338,VZ_693,0.85,1950
MRT_1338,VZ_694,0.84,1950
MRT_1338,VZ_695,0.8,1647
MRT_1338,VZ_701,0.84,1950
MRT_1338,VZ_702,0.84,1950
MRT_1338,VZ_703,0.84,1950
MRT_1338,VZ_704,0.84,916
MRT_1338,VZ_705,0.85,1950
MRT_1338,VZ_706,0.82,1950
MRT_1338,VZ_707,0.84,1950
MRT_1338,VZ_708,0.84,1950
MRT_1338,VZ_709,0.83,1147
MRT_1338,VZ_992,0.74,1523
MRT_1338,VZ_993,0.77,1200
MRT_1338,VZ_994,0.8,1095
MRT_1338,VZ_995,0.78,1919
MRT_1338,VZ_996,0.77,1898
MRT_1338,VZ_997,0.83,1950
MRT_1338,VZ_999,0.73,532
MRT_1339,MRT_1340,0.84,1672
MRT_1339,MRT_1341,0.84,1672
MRT_1339,MRT_1342,0.75,1671
MRT_1339,MRT_1343,0.77,1672
MRT_1339,MRT_1347,0.8,1672
MRT_1339,MRT_1348,0.83,1672
MRT_1339,MRT_1349,0.86,1672
MRT_1339,MRT_1350,0.8,1098
MRT_1339,PNS_792,0.85,1672
MRT_1339,PNS_793,0.83,1672
MRT_1339,PNS_794,0.83,1672
MRT_1339,PNS_795,0.73,1617
MRT_1339,PNS_796,0.85,1672
MRT_1339,PNS_797,0.85,1672
MRT_1339,PNS_798,0.83,1672
MRT_1339,PNS_799,0.85,1672
MRT_1339,PNS_800,0.8,1672
MRT_1339,PNS_801,0.84,1672
MRT_1339,PNS_802,0.83,1672
MRT_1339,PNS_803,0.84,1672
MRT_1339,PNS_808,0.84,1672
MRT_1339,PNS_809,0.85,1672
MRT_1339,PNS_810,0.84,1672
MRT_1339,PNS_811,0.84,1672
MRT_1339,PNS_812,0.82,1672
MRT_1339,PNS_813,0.84,1672
MRT_1339,PNS_814,0.84,1672
MRT_1339,PNS_815,0.84,1672
MRT_1339,PNS_817,0.77,1169
MRT_1339,PNS_818,0.85,1672
MRT_1339,PNS_819,0.84,1672
MRT_1339,PNS_821,0.81,1672
MRT_1339,PNS_822,0.72,1490
MRT_1339,PNS_823,0.85,1672
MRT_1339,PNS_824,0.77,1237
MRT_1339,PNS_825,0.75,1432
MRT_1339,PNS_826,0.85,1672
MRT_1339,PNS_827,0.84,1672
MRT_1339,PNS_828,0.6,1068
MRT_1339,PNS_829,0.84,1672
MRT_1339,PNS_830,0.83,1672
MRT_1339,PNS_831,0.84,1672
MRT_1339,PNS_833,0.78,1672
MRT_1339,PR_1038,0.84,1672
MRT_1339,PR_1040,0.68,1265
MRT_1339,PR_1041,0.68,1463
MRT_1339,PR_1042,0.72,1672
MRT_1339,PR_1043,0.82,1672
MRT_1339,PR_1046,0.59,498
MRT_1339,PR_1047,0.83,1672
MRT_1339,PR_1050,0.83,1672
MRT_1339,PR_1051,0.8,1672
MRT_1339,PR_1052,0.85,1672
MRT_1339,PR_1053,0.83,1672
MRT_1339,PR_1054,0.63,1581
MRT_1339,PR_1055,0.7,1672
MRT_1339,PR_1056,0.84,1672
MRT_1339,PR_1057,0.84,1672
MRT_1339,PR_1058,0.73,1672
MRT_1339,PR_1060,0.84,1672
MRT_1339,PR_1061,0.77,1672
MRT_1339,PR_1062,0.86,1672
MRT_1339,PR_1063,0.75,1552
MRT_1339,PR_945,0.83,1672
MRT_1339,PR_946,0.74,1405
MRT_1339,PR_947,0.78,1239
MRT_1339,PR_948,0.81,618
MRT_1339,PR_949,0.73,1604
MRT_1339,PR_950,0.83,1672
MRT_1339,PR_951,0.68,1672
MRT_1339,PR_952,0.85,1672
MRT_1339,PR_953,0.76,1672
MRT_1339,PR_954,0.83,1672
MRT_1339,PR_955,0.77,1672
MRT_1339,PR_957,0.84,1672
MRT_1339,PR_958,0.79,1672
MRT_1339,PR_960,0.8,1672
MRT_1339,PR_961,0.84,1672
MRT_1339,PR_963,0.81,1672
MRT_1339,PR_964,0.84,1672
MRT_1339,PR_965,0.73,1672
MRT_1339,PR_966,0.85,1672
MRT_1339,PR_967,0.84,1672
MRT_1339,PR_968,0.83,1672
MRT_1339,PR_971,0.84,1672
MRT_1339,PR_972,0.82,445
MRT_1339,PR_973,0.81,589
MRT_1339,PR_974,0.78,1363
MRT_1339,PR_975,0.85,1672
MRT_1339,PR_976,0.84,1672
MRT_1339,PR_977,0.85,1672
MRT_1339,PR_979,0.83,1672
MRT_1339,SCA_1195,0.79,1672
MRT_1339,SCA_1196,0.83,1672
MRT_1339,SCA_1197,0.83,1672
MRT_1339,SCA_1198,0.84,1672
MRT_1339,SCA_1199,0.84,1672
MRT_1339,SCA_1200,0.85,1672
MRT_1339,SCA_1201,0.85,1672
MRT_1339,SCA_1203,0.81,1672
MRT_1339,SCA_1204,0.82,1672
MRT_1339,SCA_1206,0.8,1672
MRT_1339,SCA_1208,0.69,1574
MRT_1339,SCA_1212,0.85,1672
MRT_1339,SCA_1213,0.83,1672
MRT_1339,SCA_1214,0.85,1672
MRT_1339,SCA_1216,0.83,1672
MRT_1339,SCA_1217,0.84,1672
MRT_1339,SCA_1218,0.82,1672
MRT_1339,SCA_1220,0.82,1672
MRT_1339,SCA_1221,0.77,1672
MRT_1339,SCA_1222,0.84,1672
MRT_1339,SCA_1223,0.75,1672
MRT_1339,SCA_1224,0.84,1672
MRT_1339,SCA_1225,0.81,1672
MRT_1339,SCA_1226,0.83,1672
MRT_1339,SCA_1227,0.84,1672
MRT_1339,SCA_1230,0.83,1672
MRT_1339,SCA_1231,0.77,1672
MRT_1339,SCA_1232,0.86,1672
MRT_1339,SCA_1233,0.85,1672
MRT_1339,SCA_1234,0.64,1440
MRT_1339,SCA_1239,0.76,1446
MRT_1339,SCA_1240,0.7,1356
MRT_1339,SCA_848,0.84,1672
MRT_1339,SCA_853,0.58,1005
MRT_1339,SCA_854,0.83,1672
MRT_1339,SCA_857,0.59,1076
MRT_1339,SCA_869,0.55,467
MRT_1339,SCA_871,0.77,1672
MRT_1339,SCA_874,0.72,1546
MRT_1339,SCA_876,0.81,1672
MRT_1339,SCA_877,0.77,639
MRT_1339,SCA_880,0.83,1672
MRT_1339,SCA_896,0.84,1672
MRT_1339,SCA_897,0.83,1672
MRT_1339,SCA_914,0.53,699
MRT_1339,SCA_915,0.59,569
MRT_1339,SCA_916,0.85,1672
MRT_1339,SCA_917,0.82,1672
MRT_1339,SCA_918,0.81,1672
MRT_1339,SCA_919,0.61,1632
MRT_1339,SCA_920,0.59,1361
MRT_1339,SCA_921,0.82,1672
MRT_1339,SCA_922,0.83,1672
MRT_1339,SCA_923,0.58,551
MRT_1339,SCA_924,0.85,1672
MRT_1339,SCA_925,0.83,1672
MRT_1339,SCA_926,0.82,1672
MRT_1339,SCA_927,0.84,1672
MRT_1339,SCA_929,0.81,1672
MRT_1339,SCA_930,0.85,1672
MRT_1339,SCA_931,0.84,1672
MRT_1339,SCA_932,0.74,1672
MRT_1339,SCA_933,0.83,1672
MRT_1339,TX_1098,0.81,1672
MRT_1339,TX_1099,0.84,1672
MRT_1339,TX_1100,0.85,1672
MRT_1339,TX_1101,0.84,1672
MRT_1339,TX_1104,0.63,1227
MRT_1339,TX_1105,0.86,1672
MRT_1339,TX_1107,0.84,1672
MRT_1339,TX_1109,0.63,1280
MRT_1339,TX_1110,0.84,1672
MRT_1339,TX_1111,0.84,1672
MRT_1339,TX_1113,0.83,1672
MRT_1339,TX_1114,0.84,1672
MRT_1339,TX_1120,0.85,1672
MRT_1339,TX_1121,0.64,1672
MRT_1339,TX_1122,0.82,1672
MRT_1339,TX_1123,0.84,1672
MRT_1339,TX_1125,0.84,1672
MRT_1339,TX_1126,0.83,1672
MRT_1339,TX_1127,0.82,1672
MRT_1339,TX_1128,0.85,1672
MRT_1339,TX_1130,0.84,1672
MRT_1339,TX_1131,0.84,1672
MRT_1339,TX_1132,0.85,1672
MRT_1339,TX_1133,0.85,1672
MRT_1339,TX_1134,0.84,1672
MRT_1339,TX_1135,0.85,1672
MRT_1339,TX_1136,0.86,1672
MRT_1339,TX_1137,0.78,943
MRT_1339,TX_1138,0.83,1672
MRT_1339,TX_1139,0.81,771
MRT_1339,TX_1140,0.8,1672
MRT_1339,TX_1141,0.71,1473
MRT_1339,TX_1142,0.71,1649
MRT_1339,TX_1143,0.81,1672
MRT_1339,TX_1144,0.78,1672
MRT_1339,TX_1145,0.68,1542
MRT_1339,TX_1146,0.83,1672
MRT_1339,VZ_1000,0.81,1672
MRT_1339,VZ_1001,0.8,1672
MRT_1339,VZ_1002,0.84,1672
MRT_1339,VZ_1004,0.85,1672
MRT_1339,VZ_1005,0.83,1672
MRT_1339,VZ_1006,0.74,1672
MRT_1339,VZ_1007,0.66,1237
MRT_1339,VZ_1009,0.61,1260
MRT_1339,VZ_1010,0.83,1672
MRT_1339,VZ_1019,0.81,1672
MRT_1339,VZ_1020,0.7,1672
MRT_1339,VZ_1021,0.69,1672
MRT_1339,VZ_1022,0.81,1215
MRT_1339,VZ_1026,0.68,1348
MRT_1339,VZ_1027,0.84,1672
MRT_1339,VZ_1029,0.84,1672
MRT_1339,VZ_670,0.76,919
MRT_1339,VZ_671,0.85,1672
MRT_1339,VZ_672,0.84,1672
MRT_1339,VZ_673,0.84,1672
MRT_1339,VZ_674,0.84,1672
MRT_1339,VZ_675,0.85,1672
MRT_1339,VZ_676,0.67,1672
MRT_1339,VZ_677,0.84,1672
MRT_1339,VZ_678,0.82,1672
MRT_1339,VZ_679,0.81,1672
MRT_1339,VZ_680,0.84,1672
MRT_1339,VZ_681,0.85,1672
MRT_1339,VZ_682,0.84,1672
MRT_1339,VZ_683,0.61,1181
MRT_1339,VZ_684,0.84,1672
MRT_1339,VZ_685,0.84,1672
MRT_1339,VZ_686,0.83,1672
MRT_1339,VZ_687,0.84,1672
MRT_1339,VZ_688,0.85,1672
MRT_1339,VZ_689,0.84,1672
MRT_1339,VZ_690,0.85,1672
MRT_1339,VZ_691,0.84,1672
MRT_1339,VZ_692,0.77,1627
MRT_1339,VZ_693,0.85,1672
MRT_1339,VZ_694,0.83,1672
MRT_1339,VZ_695,0.73,1647
MRT_1339,VZ_701,0.84,1672
MRT_1339,VZ_702,0.83,1672
MRT_1339,VZ_703,0.84,1672
MRT_1339,VZ_704,0.81,916
MRT_1339,VZ_705,0.84,1672
MRT_1339,VZ_706,0.83,1672
MRT_1339,VZ_707,0.84,1672
MRT_1339,VZ_708,0.84,1672
MRT_1339,VZ_709,0.78,1147
MRT_1339,VZ_992,0.61,1523
MRT_1339,VZ_993,0.66,1200
MRT_1339,VZ_994,0.7,1095
MRT_1339,VZ_995,0.78,1672
MRT_1339,VZ_996,0.75,1672
MRT_1339,VZ_997,0.83,1672
MRT_1339,VZ_999,0.6,532
MRT_1340,MRT_1341,0.85,2034
MRT_1340,MRT_1342,0.84,1671
MRT_1340,MRT_1343,0.84,1735
MRT_1340,MRT_1347,0.83,1890
MRT_1340,MRT_1348,0.83,1960
MRT_1340,MRT_1349,0.86,2034
MRT_1340,MRT_1350,0.85,1098
MRT_1340,PNS_792,0.84,2034
MRT_1340,PNS_793,0.83,2034
MRT_1340,PNS_794,0.82,2034
MRT_1340,PNS_795,0.84,1617
MRT_1340,PNS_796,0.85,2034
MRT_1340,PNS_797,0.84,2034
MRT_1340,PNS_798,0.85,2034
MRT_1340,PNS_799,0.85,2034
MRT_1340,PNS_800,0.81,2020
MRT_1340,PNS_801,0.84,2034
MRT_1340,PNS_802,0.84,2034
MRT_1340,PNS_803,0.84,2034
MRT_1340,PNS_808,0.83,2034
MRT_1340,PNS_809,0.85,2034
MRT_1340,PNS_810,0.85,2034
MRT_1340,PNS_811,0.85,2034
MRT_1340,PNS_812,0.83,2034
MRT_1340,PNS_813,0.84,2034
MRT_1340,PNS_814,0.84,2034
MRT_1340,PNS_815,0.84,2034
MRT_1340,PNS_817,0.85,1169
MRT_1340,PNS_818,0.85,2034
MRT_1340,PNS_819,0.84,2034
MRT_1340,PNS_821,0.82,2034
MRT_1340,PNS_822,0.85,1490
MRT_1340,PNS_823,0.85,2034
MRT_1340,PNS_824,0.84,1237
MRT_1340,PNS_825,0.83,1432
MRT_1340,PNS_826,0.85,2034
MRT_1340,PNS_827,0.85,2034
MRT_1340,PNS_828,0.79,1068
MRT_1340,PNS_829,0.84,2034
MRT_1340,PNS_830,0.84,2034
MRT_1340,PNS_831,0.85,2034
MRT_1340,PNS_833,0.83,1842
MRT_1340,PR_1038,0.84,2034
MRT_1340,PR_1040,0.82,1265
MRT_1340,PR_1041,0.79,1463
MRT_1340,PR_1042,0.8,1870
MRT_1340,PR_1043,0.82,2034
MRT_1340,PR_1046,0.79,498
MRT_1340,PR_1047,0.83,2034
MRT_1340,PR_1050,0.84,2034
MRT_1340,PR_1051,0.81,2034
MRT_1340,PR_1052,0.84,2034
MRT_1340,PR_1053,0.84,2034
MRT_1340,PR_1054,0.8,1581
MRT_1340,PR_1055,0.8,1837
MRT_1340,PR_1056,0.84,2034
MRT_1340,PR_1057,0.84,2034
MRT_1340,PR_1058,0.8,1889
MRT_1340,PR_1060,0.84,2034
MRT_1340,PR_1061,0.81,1969
MRT_1340,PR_1062,0.85,2034
MRT_1340,PR_1063,0.85,1552
MRT_1340,PR_945,0.84,2034
MRT_1340,PR_946,0.83,1405
MRT_1340,PR_947,0.85,1239
MRT_1340,PR_948,0.85,618
MRT_1340,PR_949,0.83,1604
MRT_1340,PR_950,0.84,2034
MRT_1340,PR_951,0.8,1741
MRT_1340,PR_952,0.85,2034
MRT_1340,PR_953,0.81,1940
MRT_1340,PR_954,0.82,2034
MRT_1340,PR_955,0.82,1868
MRT_1340,PR_957,0.85,2034
MRT_1340,PR_958,0.81,1988
MRT_1340,PR_960,0.8,2034
MRT_1340,PR_961,0.83,2034
MRT_1340,PR_963,0.81,2034
MRT_1340,PR_964,0.85,2034
MRT_1340,PR_965,0.81,1870
MRT_1340,PR_966,0.85,2034
MRT_1340,PR_967,0.85,2034
MRT_1340,PR_968,0.84,2034
MRT_1340,PR_971,0.84,2034
MRT_1340,PR_972,0.85,445
MRT_1340,PR_973,0.84,589
MRT_1340,PR_974,0.85,1363
MRT_1340,PR_975,0.84,2034
MRT_1340,PR_976,0.85,2034
MRT_1340,PR_977,0.84,2034
MRT_1340,PR_979,0.83,2034
MRT_1340,SCA_1195,0.81,2005
MRT_1340,SCA_1196,0.84,2034
MRT_1340,SCA_1197,0.83,2034
MRT_1340,SCA_1198,0.85,2034
MRT_1340,SCA_1199,0.84,2034
MRT_1340,SCA_1200,0.85,2034
MRT_1340,SCA_1201,0.84,2034
MRT_1340,SCA_1203,0.81,2034
MRT_1340,SCA_1204,0.83,2034
MRT_1340,SCA_1206,0.8,2034
MRT_1340,SCA_1208,0.81,1574
MRT_1340,SCA_1212,0.85,2034
MRT_1340,SCA_1213,0.85,2034
MRT_1340,SCA_1214,0.85,2034
MRT_1340,SCA_1216,0.84,2034
MRT_1340,SCA_1217,0.84,2034
MRT_1340,SCA_1218,0.82,2034
MRT_1340,SCA_1220,0.82,2034
MRT_1340,SCA_1221,0.81,1955
MRT_1340,SCA_1222,0.85,2034
MRT_1340,SCA_1223,0.81,1927
MRT_1340,SCA_1224,0.84,2034
MRT_1340,SCA_1225,0.82,2034
MRT_1340,SCA_1226,0.84,2034
MRT_1340,SCA_1227,0.85,2034
MRT_1340,SCA_1230,0.83,2034
MRT_1340,SCA_1231,0.82,1866
MRT_1340,SCA_1232,0.86,2034
MRT_1340,SCA_1233,0.84,2034
MRT_1340,SCA_1234,0.81,1440
MRT_1340,SCA_1239,0.84,1446
MRT_1340,SCA_1240,0.83,1356
MRT_1340,SCA_848,0.85,2034
MRT_1340,SCA_853,0.78,1005
MRT_1340,SCA_854,0.84,2034
MRT_1340,SCA_857,0.77,1076
MRT_1340,SCA_869,0.73,467
MRT_1340,SCA_871,0.81,1913
MRT_1340,SCA_874,0.83,1546
MRT_1340,SCA_876,0.81,2034
MRT_1340,SCA_877,0.84,639
MRT_1340,SCA_880,0.82,2034
MRT_1340,SCA_896,0.84,2034
MRT_1340,SCA_897,0.83,2034
MRT_1340,SCA_914,0.75,699
MRT_1340,SCA_915,0.76,569
MRT_1340,SCA_916,0.83,2034
MRT_1340,SCA_917,0.82,2034
MRT_1340,SCA_918,0.82,2034
MRT_1340,SCA_919,0.79,1632
MRT_1340,SCA_920,0.77,1361
MRT_1340,SCA_921,0.82,2034
MRT_1340,SCA_922,0.85,2034
MRT_1340,SCA_923,0.79,551
MRT_1340,SCA_924,0.85,2034
MRT_1340,SCA_925,0.83,2034
MRT_1340,SCA_926,0.81,2034
MRT_1340,SCA_927,0.84,2034
MRT_1340,SCA_929,0.82,2034
MRT_1340,SCA_930,0.84,2034
MRT_1340,SCA_931,0.84,2034
MRT_1340,SCA_932,0.81,1907
MRT_1340,SCA_933,0.82,2034
MRT_1340,TX_1098,0.81,2034
MRT_1340,TX_1099,0.84,2034
MRT_1340,TX_1100,0.84,2034
MRT_1340,TX_1101,0.85,2034
MRT_1340,TX_1104,0.81,1227
MRT_1340,TX_1105,0.84,2034
MRT_1340,TX_1107,0.84,2034
MRT_1340,TX_1109,0.8,1280
MRT_1340,TX_1110,0.84,2034
MRT_1340,TX_1111,0.84,2034
MRT_1340,TX_1113,0.83,2034
MRT_1340,TX_1114,0.84,2034
MRT_1340,TX_1120,0.84,2034
MRT_1340,TX_1121,0.8,1687
MRT_1340,TX_1122,0.83,2034
MRT_1340,TX_1123,0.84,2034
MRT_1340,TX_1125,0.84,2034
MRT_1340,TX_1126,0.84,2034
MRT_1340,TX_1127,0.83,2034
MRT_1340,TX_1128,0.84,2034
MRT_1340,TX_1130,0.83,2034
MRT_1340,TX_1131,0.84,2034
MRT_1340,TX_1132,0.86,2034
MRT_1340,TX_1133,0.87,2034
MRT_1340,TX_1134,0.84,2034
MRT_1340,TX_1135,0.84,2034
MRT_1340,TX_1136,0.86,2034
MRT_1340,TX_1137,0.83,943
MRT_1340,TX_1138,0.83,2034
MRT_1340,TX_1139,0.84,771
MRT_1340,TX_1140,0.83,1905
MRT_1340,TX_1141,0.83,1473
MRT_1340,TX_1142,0.83,1649
MRT_1340,TX_1143,0.82,2016
MRT_1340,TX_1144,0.83,1785
MRT_1340,TX_1145,0.82,1542
MRT_1340,TX_1146,0.83,2034
MRT_1340,VZ_1000,0.82,2034
MRT_1340,VZ_1001,0.8,2028
MRT_1340,VZ_1002,0.83,2034
MRT_1340,VZ_1004,0.84,2034
MRT_1340,VZ_1005,0.84,2034
MRT_1340,VZ_1006,0.8,1896
MRT_1340,VZ_1007,0.79,1237
MRT_1340,VZ_1009,0.79,1260
MRT_1340,VZ_1010,0.83,2034
MRT_1340,VZ_1019,0.82,2034
MRT_1340,VZ_1020,0.79,1814
MRT_1340,VZ_1021,0.78,1833
MRT_1340,VZ_1022,0.84,1215
MRT_1340,VZ_1026,0.81,1348
MRT_1340,VZ_1027,0.84,2034
MRT_1340,VZ_1029,0.85,2034
MRT_1340,VZ_670,0.85,919
MRT_1340,VZ_671,0.86,2034
MRT_1340,VZ_672,0.84,2034
MRT_1340,VZ_673,0.85,2034
MRT_1340,VZ_674,0.85,2034
MRT_1340,VZ_675,0.85,2034
MRT_1340,VZ_676,0.8,1704
MRT_1340,VZ_677,0.84,2034
MRT_1340,VZ_678,0.84,2034
MRT_1340,VZ_679,0.82,2034
MRT_1340,VZ_680,0.84,2034
MRT_1340,VZ_681,0.84,2034
MRT_1340,VZ_682,0.84,2034
MRT_1340,VZ_683,0.77,1181
MRT_1340,VZ_684,0.84,2034
MRT_1340,VZ_685,0.83,2034
MRT_1340,VZ_686,0.84,2034
MRT_1340,VZ_687,0.85,2034
MRT_1340,VZ_688,0.85,2034
MRT_1340,VZ_689,0.84,2034
MRT_1340,VZ_690,0.85,2034
MRT_1340,VZ_691,0.85,2034
MRT_1340,VZ_692,0.86,1627
MRT_1340,VZ_693,0.85,2034
MRT_1340,VZ_694,0.85,2034
MRT_1340,VZ_695,0.82,1647
MRT_1340,VZ_701,0.84,2034
MRT_1340,VZ_702,0.84,2034
MRT_1340,VZ_703,0.84,2034
MRT_1340,VZ_704,0.84,916
MRT_1340,VZ_705,0.84,2034
MRT_1340,VZ_706,0.83,2034
MRT_1340,VZ_707,0.84,2034
MRT_1340,VZ_708,0.84,2034
MRT_1340,VZ_709,0.85,1147
MRT_1340,VZ_992,0.78,1523
MRT_1340,VZ_993,0.8,1200
MRT_1340,VZ_994,0.82,1095
MRT_1340,VZ_995,0.81,1919
MRT_1340,VZ_996,0.81,1898
MRT_1340,VZ_997,0.84,2034
MRT_1340,VZ_999,0.77,532
MRT_1341,MRT_1342,0.87,1671
MRT_1341,MRT_1343,0.85,1735
MRT_1341,MRT_1347,0.85,1890
MRT_1341,MRT_1348,0.85,1960
MRT_1341,MRT_1349,0.85,2089
MRT_1341,MRT_1350,0.86,1098
MRT_1341,PNS_792,0.85,2131
MRT_1341,PNS_793,0.84,2119
MRT_1341,PNS_794,0.87,2049
MRT_1341,PNS_795,0.86,1617
MRT_1341,PNS_796,0.87,2131
MRT_1341,PNS_797,0.87,2093
MRT_1341,PNS_798,0.86,2130
MRT_1341,PNS_799,0.86,2129
MRT_1341,PNS_800,0.86,2020
MRT_1341,PNS_801,0.86,2131
MRT_1341,PNS_802,0.85,2113
MRT_1341,PNS_803,0.87,2127
MRT_1341,PNS_808,0.87,2129
MRT_1341,PNS_809,0.86,2124
MRT_1341,PNS_810,0.86,2131
MRT_1341,PNS_811,0.86,2131
MRT_1341,PNS_812,0.86,2127
MRT_1341,PNS_813,0.85,2129
MRT_1341,PNS_814,0.86,2123
MRT_1341,PNS_815,0.85,2124
MRT_1341,PNS_817,0.85,1169
MRT_1341,PNS_818,0.86,2128
MRT_1341,PNS_819,0.86,2129
MRT_1341,PNS_821,0.85,2070
MRT_1341,PNS_822,0.85,1490
MRT_1341,PNS_823,0.86,2131
MRT_1341,PNS_824,0.84,1237
MRT_1341,PNS_825,0.85,1432
MRT_1341,PNS_826,0.87,2124
MRT_1341,PNS_827,0.86,2131
MRT_1341,PNS_828,0.84,1068
MRT_1341,PNS_829,0.86,2131
MRT_1341,PNS_830,0.86,2118
MRT_1341,PNS_831,0.86,2131
MRT_1341,PNS_833,0.83,1842
MRT_1341,PR_1038,0.85,2131
MRT_1341,PR_1040,0.86,1265
MRT_1341,PR_1041,0.84,1463
MRT_1341,PR_1042,0.87,1870
MRT_1341,PR_1043,0.86,2073
MRT_1341,PR_1046,0.83,498
MRT_1341,PR_1047,0.85,2131
MRT_1341,PR_1050,0.86,2131
MRT_1341,PR_1051,0.85,2069
MRT_1341,PR_1052,0.86,2131
MRT_1341,PR_1053,0.86,2126
MRT_1341,PR_1054,0.86,1581
MRT_1341,PR_1055,0.86,1837
MRT_1341,PR_1056,0.86,2126
MRT_1341,PR_1057,0.87,2131
MRT_1341,PR_1058,0.85,1889
MRT_1341,PR_1060,0.86,2115
MRT_1341,PR_1061,0.86,1969
MRT_1341,PR_1062,0.86,2131
MRT_1341,PR_1063,0.85,1552
MRT_1341,PR_945,0.85,2119
MRT_1341,PR_946,0.87,1405
MRT_1341,PR_947,0.85,1239
MRT_1341,PR_948,0.85,618
MRT_1341,PR_949,0.86,1604
MRT_1341,PR_950,0.86,2125
MRT_1341,PR_951,0.86,1741
MRT_1341,PR_952,0.86,2129
MRT_1341,PR_953,0.85,1940
MRT_1341,PR_954,0.87,2065
MRT_1341,PR_955,0.86,1868
MRT_1341,PR_957,0.86,2111
MRT_1341,PR_958,0.86,1988
MRT_1341,PR_960,0.85,2042
MRT_1341,PR_961,0.86,2108
MRT_1341,PR_963,0.84,2076
MRT_1341,PR_964,0.86,2126
MRT_1341,PR_965,0.86,1870
MRT_1341,PR_966,0.87,2127
MRT_1341,PR_967,0.87,2131
MRT_1341,PR_968,0.85,2130
MRT_1341,PR_971,0.85,2130
MRT_1341,PR_972,0.86,445
MRT_1341,PR_973,0.84,589
MRT_1341,PR_974,0.85,1363
MRT_1341,PR_975,0.86,2131
MRT_1341,PR_976,0.85,2131
MRT_1341,PR_977,0.86,2131
MRT_1341,PR_979,0.85,2131
MRT_1341,SCA_1195,0.87,2005
MRT_1341,SCA_1196,0.86,2110
MRT_1341,SCA_1197,0.86,2129
MRT_1341,SCA_1198,0.86,2130
MRT_1341,SCA_1199,0.86,2131
MRT_1341,SCA_1200,0.87,2131
MRT_1341,SCA_1201,0.86,2131
MRT_1341,SCA_1203,0.85,2066
MRT_1341,SCA_1204,0.86,2096
MRT_1341,SCA_1206,0.85,2041
MRT_1341,SCA_1208,0.85,1574
MRT_1341,SCA_1212,0.86,2131
MRT_1341,SCA_1213,0.86,2122
MRT_1341,SCA_1214,0.87,2131
MRT_1341,SCA_1216,0.85,2130
MRT_1341,SCA_1217,0.86,2122
MRT_1341,SCA_1218,0.85,2086
MRT_1341,SCA_1220,0.86,2081
MRT_1341,SCA_1221,0.88,1955
MRT_1341,SCA_1222,0.86,2128
MRT_1341,SCA_1223,0.87,1927
MRT_1341,SCA_1224,0.86,2120
MRT_1341,SCA_1225,0.85,2075
MRT_1341,SCA_1226,0.85,2114
MRT_1341,SCA_1227,0.85,2121
MRT_1341,SCA_1230,0.86,2092
MRT_1341,SCA_1231,0.84,1866
MRT_1341,SCA_1232,0.85,2120
MRT_1341,SCA_1233,0.86,2131
MRT_1341,SCA_1234,0.86,1440
MRT_1341,SCA_1239,0.84,1446
MRT_1341,SCA_1240,0.85,1356
MRT_1341,SCA_848,0.86,2130
MRT_1341,SCA_853,0.87,1005
MRT_1341,SCA_854,0.86,2131
MRT_1341,SCA_857,0.86,1076
MRT_1341,SCA_869,0.81,467
MRT_1341,SCA_871,0.85,1913
MRT_1341,SCA_874,0.83,1546
MRT_1341,SCA_876,0.85,2077
MRT_1341,SCA_877,0.85,639
MRT_1341,SCA_880,0.85,2121
MRT_1341,SCA_896,0.86,2126
MRT_1341,SCA_897,0.86,2093
MRT_1341,SCA_914,0.84,699
MRT_1341,SCA_915,0.84,569
MRT_1341,SCA_916,0.85,2127
MRT_1341,SCA_917,0.84,2113
MRT_1341,SCA_918,0.85,2066
MRT_1341,SCA_919,0.85,1632
MRT_1341,SCA_920,0.85,1361
MRT_1341,SCA_921,0.85,2107
MRT_1341,SCA_922,0.86,2120
MRT_1341,SCA_923,0.83,551
MRT_1341,SCA_924,0.86,2131
MRT_1341,SCA_925,0.84,2111
MRT_1341,SCA_926,0.86,2076
MRT_1341,SCA_927,0.86,2131
MRT_1341,SCA_929,0.85,2092
MRT_1341,SCA_930,0.86,2131
MRT_1341,SCA_931,0.87,2112
MRT_1341,SCA_932,0.86,1907
MRT_1341,SCA_933,0.85,2104
MRT_1341,TX_1098,0.86,2035
MRT_1341,TX_1099,0.86,2131
MRT_1341,TX_1100,0.87,2131
MRT_1341,TX_1101,0.86,2131
MRT_1341,TX_1104,0.86,1227
MRT_1341,TX_1105,0.87,2129
MRT_1341,TX_1107,0.85,2125
MRT_1341,TX_1109,0.87,1280
